LINEA;FRANJA HORARIA;SERV. X HORA
715 CH;12:00 - 13:00;2
715 CH;13:00 - 14:00;1
715 CH;14:00 - 15:00;1
715 CH;15:00 - 16:00;1
715 CH;16:00 - 17:00;2
715 CH;17:00 - 18:00;1
715 CH;18:00 - 19:00;1
715 CH;19:00 - 20:00;1
715 CH;20:00 - 21:00;1
715 CH;21:00 - 22:00;1
715 CH;22:00 - 23:00;1
715 CH;23:00 - 24:00;1
501;00:00 - 01:00;0
501;01:00 - 02:00;0
501;02:00 - 03:00;0
501;03:00 - 04:00;0
501;04:00 - 05:00;1
501;05:00 - 06:00;1
501;06:00 - 07:00;1
501;07:00 - 08:00;1
501;08:00 - 09:00;1
501;09:00 - 10:00;1
501;10:00 - 11:00;1
501;11:00 - 12:00;1
501;12:00 - 13:00;1
501;13:00 - 14:00;1
501;14:00 - 15:00;1
501;15:00 - 16:00;1
501;16:00 - 17:00;1
501;17:00 - 18:00;1
501;18:00 - 19:00;1
501;19:00 - 20:00;1
501;20:00 - 21:00;1
501;21:00 - 22:00;1
501;22:00 - 23:00;0
501;23:00 - 24:00;0
